project,bug_id,method,tool,tool_version,target_class,trigger_test,seed,search_budget,criterion,algorithm,jacoco_mode,generated_test_count,generation_time,test_compile_time,test_execution_time,total_time,compile_status,test_status,line_coverage_percent,branch_coverage_percent,evosuite_line_percent,evosuite_branch_percent,tests_run_fixed,tests_failed_fixed,tests_run_buggy,tests_failed_buggy,failing_tests_buggy,fault_detected,timeout,error_type,error_message,result_path,log_path
Lang,43,SBST,EvoSuite,1.2.0,org.apache.commons.lang.text.ExtendedMessageFormat,org.apache.commons.lang.text.ExtendedMessageFormatTest::testEscapedQuote_LANG_477,1,120,LINE:BRANCH:EXCEPTION,default,offline,25,130.6,0.7,1.3,138.0,SUCCESS,SUCCESS,74.25,64.65,74.0,67.0,25,0,25,0,,False,False,,,EvoSuite/Result_Round2/Lang_43/budget120_seed1,EvoSuite/Result_Round2/Lang_43/budget120_seed1/run.log
Lang,44,SBST,EvoSuite,1.2.0,org.apache.commons.lang.NumberUtils,org.apache.commons.lang.NumberUtilsTest::testLang457,1,120,LINE:BRANCH:EXCEPTION,default,offline,73,135.2,0.7,1.4,142.6,SUCCESS,SUCCESS,81.77,76.36,88.0,78.0,73,0,73,0,,False,False,,,EvoSuite/Result_Round2/Lang_44/budget120_seed1,EvoSuite/Result_Round2/Lang_44/budget120_seed1/run.log
Lang,45,SBST,EvoSuite,1.2.0,org.apache.commons.lang.WordUtils,org.apache.commons.lang.WordUtilsTest::testAbbreviate,1,120,LINE:BRANCH:EXCEPTION,default,offline,34,131.8,0.6,1.3,138.9,SUCCESS,SUCCESS,99.29,99.04,99.0,99.0,34,0,34,1,test05(org.apache.commons.lang.WordUtils_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_45/budget120_seed1,EvoSuite/Result_Round2/Lang_45/budget120_seed1/run.log
Lang,46,SBST,EvoSuite,1.2.0,org.apache.commons.lang.StringEscapeUtils,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaWithSlash,1,120,LINE:BRANCH:EXCEPTION,default,offline,51,132.2,0.6,1.6,139.4,SUCCESS,SUCCESS,72.07,81.65,73.0,84.0,51,0,51,0,,False,False,,,EvoSuite/Result_Round2/Lang_46/budget120_seed1,EvoSuite/Result_Round2/Lang_46/budget120_seed1/run.log
Lang,47,SBST,EvoSuite,1.2.0,org.apache.commons.lang.text.StrBuilder,org.apache.commons.lang.text.StrBuilderTest::testLang412Left;org.apache.commons.lang.text.StrBuilderTest::testLang412Right,1,120,LINE:BRANCH:EXCEPTION,default,offline,268,198.2,1.0,2.3,206.9,SUCCESS,SUCCESS,98.29,99.57,100.0,100.0,268,0,268,3,test126(org.apache.commons.lang.text.StrBuilder_ESTest);test156(org.apache.commons.lang.text.StrBuilder_ESTest);test024(org.apache.commons.lang.text.StrBuilder_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_47/budget120_seed1,EvoSuite/Result_Round2/Lang_47/budget120_seed1/run.log
Lang,49,SBST,EvoSuite,1.2.0,org.apache.commons.lang.math.Fraction,org.apache.commons.lang.math.FractionTest::testReduce,1,120,LINE:BRANCH:EXCEPTION,default,offline,66,139.3,0.7,1.5,146.8,SUCCESS,SUCCESS,96.4,89.36,98.0,93.0,66,0,66,1,test38(org.apache.commons.lang.math.Fraction_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_49/budget120_seed1,EvoSuite/Result_Round2/Lang_49/budget120_seed1/run.log
Lang,50,SBST,EvoSuite,1.2.0,org.apache.commons.lang.time.FastDateFormat,org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateInstance;org.apache.commons.lang.time.FastDateFormatTest::test_changeDefault_Locale_DateTimeInstance,1,120,LINE:BRANCH:EXCEPTION,default,offline,0,127.3,,,,,TOOL_ERROR,,,,,,,,,,False,False,TOOL_ERROR,EvoSuite produced no test files,EvoSuite/Result_Round2/Lang_50/budget120_seed1,EvoSuite/Result_Round2/Lang_50/budget120_seed1/run.log
Lang,51,SBST,EvoSuite,1.2.0,org.apache.commons.lang.BooleanUtils,org.apache.commons.lang.BooleanUtilsTest::test_toBoolean_String,1,120,LINE:BRANCH:EXCEPTION,default,offline,107,137.3,0.9,1.6,144.9,SUCCESS,SUCCESS,100.0,90.57,98.0,91.0,107,0,107,0,,False,False,,,EvoSuite/Result_Round2/Lang_51/budget120_seed1,EvoSuite/Result_Round2/Lang_51/budget120_seed1/run.log
Lang,52,SBST,EvoSuite,1.2.0,org.apache.commons.lang.StringEscapeUtils,org.apache.commons.lang.StringEscapeUtilsTest::testEscapeJavaScript,1,120,LINE:BRANCH:EXCEPTION,default,offline,44,132.0,0.6,1.5,139.3,SUCCESS,SUCCESS,71.35,78.82,72.0,82.0,44,0,44,1,test31(org.apache.commons.lang.StringEscapeUtils_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_52/budget120_seed1,EvoSuite/Result_Round2/Lang_52/budget120_seed1/run.log
Lang,53,SBST,EvoSuite,1.2.0,org.apache.commons.lang.time.DateUtils,org.apache.commons.lang.time.DateUtilsTest::testRoundLang346,1,120,LINE:BRANCH:EXCEPTION,default,offline,81,150.6,0.7,2.0,158.5,SUCCESS,SUCCESS,94.17,95.95,98.0,97.0,81,0,81,0,,False,False,,,EvoSuite/Result_Round2/Lang_53/budget120_seed1,EvoSuite/Result_Round2/Lang_53/budget120_seed1/run.log
Lang,54,SBST,EvoSuite,1.2.0,org.apache.commons.lang.LocaleUtils,org.apache.commons.lang.LocaleUtilsTest::testLang328,1,120,LINE:BRANCH:EXCEPTION,default,offline,21,128.9,0.6,1.2,135.8,SUCCESS,SUCCESS,98.77,95.45,99.0,97.0,21,0,21,1,test13(org.apache.commons.lang.LocaleUtils_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_54/budget120_seed1,EvoSuite/Result_Round2/Lang_54/budget120_seed1/run.log
Lang,55,SBST,EvoSuite,1.2.0,org.apache.commons.lang.time.StopWatch,org.apache.commons.lang.time.StopWatchTest::testLang315,1,120,LINE:BRANCH:EXCEPTION,default,offline,18,127.3,0.6,1.2,134.2,SUCCESS,SUCCESS,96.55,96.43,98.0,97.0,18,0,18,0,,False,False,,,EvoSuite/Result_Round2/Lang_55/budget120_seed1,EvoSuite/Result_Round2/Lang_55/budget120_seed1/run.log
Lang,56,SBST,EvoSuite,1.2.0,org.apache.commons.lang.time.FastDateFormat,org.apache.commons.lang.time.FastDateFormatTest::testLang303,1,120,LINE:BRANCH:EXCEPTION,default,offline,0,127.7,,,,,TOOL_ERROR,,,,,,,,,,False,False,TOOL_ERROR,EvoSuite produced no test files,EvoSuite/Result_Round2/Lang_56/budget120_seed1,EvoSuite/Result_Round2/Lang_56/budget120_seed1/run.log
Lang,57,SBST,EvoSuite,1.2.0,org.apache.commons.lang.LocaleUtils,org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleSet;org.apache.commons.lang.LocaleUtilsTest::testIsAvailableLocale;org.apache.commons.lang.LocaleUtilsTest::testAvailableLocaleList;org.apache.commons.lang.LocaleUtilsTest::testCountriesByLanguage;org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_LocaleLocale;org.apache.commons.lang.LocaleUtilsTest::testLanguagesByCountry;org.apache.commons.lang.LocaleUtilsTest::testToLocale_1Part;org.apache.commons.lang.LocaleUtilsTest::testToLocale_2Part;org.apache.commons.lang.LocaleUtilsTest::testToLocale_3Part;org.apache.commons.lang.LocaleUtilsTest::testLocaleLookupList_Locale;org.apache.commons.lang.LocaleUtilsTest::testConstructor,1,120,LINE:BRANCH:EXCEPTION,default,offline,20,130.0,0.6,1.2,137.3,SUCCESS,SUCCESS,97.47,95.31,97.0,96.0,20,0,20,2,test04(org.apache.commons.lang.LocaleUtils_ESTest);test03(org.apache.commons.lang.LocaleUtils_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_57/budget120_seed1,EvoSuite/Result_Round2/Lang_57/budget120_seed1/run.log
Lang,58,SBST,EvoSuite,1.2.0,org.apache.commons.lang.math.NumberUtils,org.apache.commons.lang.math.NumberUtilsTest::testLang300,1,120,LINE:BRANCH:EXCEPTION,default,offline,159,148.8,0.8,1.7,156.8,SUCCESS,SUCCESS,90.55,86.19,94.0,88.0,159,0,159,0,,False,False,,,EvoSuite/Result_Round2/Lang_58/budget120_seed1,EvoSuite/Result_Round2/Lang_58/budget120_seed1/run.log
Lang,59,SBST,EvoSuite,1.2.0,org.apache.commons.lang.text.StrBuilder,org.apache.commons.lang.text.StrBuilderAppendInsertTest::testLang299,1,120,LINE:BRANCH:EXCEPTION,default,offline,271,230.4,1.3,2.5,239.6,SUCCESS,SUCCESS,98.34,99.54,99.0,100.0,271,0,271,4,test215(org.apache.commons.lang.text.StrBuilder_ESTest);test153(org.apache.commons.lang.text.StrBuilder_ESTest);test023(org.apache.commons.lang.text.StrBuilder_ESTest);test058(org.apache.commons.lang.text.StrBuilder_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_59/budget120_seed1,EvoSuite/Result_Round2/Lang_59/budget120_seed1/run.log
Lang,60,SBST,EvoSuite,1.2.0,org.apache.commons.lang.text.StrBuilder,org.apache.commons.lang.text.StrBuilderTest::testLang295,1,120,LINE:BRANCH:EXCEPTION,default,offline,255,225.9,1.5,2.4,235.3,SUCCESS,SUCCESS,98.17,99.54,99.0,99.0,255,0,255,0,,False,False,,,EvoSuite/Result_Round2/Lang_60/budget120_seed1,EvoSuite/Result_Round2/Lang_60/budget120_seed1/run.log
Lang,61,SBST,EvoSuite,1.2.0,org.apache.commons.lang.text.StrBuilder,org.apache.commons.lang.text.StrBuilderTest::testIndexOfLang294;org.apache.commons.lang.text.StrBuilderTest::testLang294,1,120,LINE:BRANCH:EXCEPTION,default,offline,258,234.1,1.1,2.5,242.9,SUCCESS,SUCCESS,98.34,99.31,100.0,100.0,258,0,258,3,test009(org.apache.commons.lang.text.StrBuilder_ESTest);test035(org.apache.commons.lang.text.StrBuilder_ESTest);test030(org.apache.commons.lang.text.StrBuilder_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_61/budget120_seed1,EvoSuite/Result_Round2/Lang_61/budget120_seed1/run.log
Lang,62,SBST,EvoSuite,1.2.0,org.apache.commons.lang.Entities,org.apache.commons.lang.EntitiesTest::testNumberOverflow,1,120,LINE:BRANCH:EXCEPTION,default,offline,32,137.6,0.8,1.5,145.4,SUCCESS,SUCCESS,74.83,68.75,85.0,79.0,32,0,32,0,,False,False,,,EvoSuite/Result_Round2/Lang_62/budget120_seed1,EvoSuite/Result_Round2/Lang_62/budget120_seed1/run.log
Lang,63,SBST,EvoSuite,1.2.0,org.apache.commons.lang.time.DurationFormatUtils,org.apache.commons.lang.time.DurationFormatUtilsTest::testJiraLang281,1,120,LINE:BRANCH:EXCEPTION,default,offline,24,149.0,0.6,1.4,156.9,SUCCESS,SUCCESS,92.31,90.6,92.0,91.0,24,0,24,0,,False,False,,,EvoSuite/Result_Round2/Lang_63/budget120_seed1,EvoSuite/Result_Round2/Lang_63/budget120_seed1/run.log
Lang,64,SBST,EvoSuite,1.2.0,org.apache.commons.lang.enums.ValuedEnum,org.apache.commons.lang.enums.ValuedEnumTest::testCompareTo_otherEnumType,1,120,LINE:BRANCH:EXCEPTION,default,offline,2,124.8,0.6,1.1,131.6,SUCCESS,SUCCESS,6.06,7.14,9.0,12.0,2,0,2,0,,False,False,,,EvoSuite/Result_Round2/Lang_64/budget120_seed1,EvoSuite/Result_Round2/Lang_64/budget120_seed1/run.log
Lang,65,SBST,EvoSuite,1.2.0,org.apache.commons.lang.time.DateUtils,org.apache.commons.lang.time.DateUtilsTest::testTruncateLang59,1,120,LINE:BRANCH:EXCEPTION,default,offline,82,153.0,0.7,1.9,160.7,SUCCESS,SUCCESS,96.12,97.69,100.0,98.0,82,0,82,3,test29(org.apache.commons.lang.time.DateUtils_ESTest);test33(org.apache.commons.lang.time.DateUtils_ESTest);test47(org.apache.commons.lang.time.DateUtils_ESTest),True,False,,,EvoSuite/Result_Round2/Lang_65/budget120_seed1,EvoSuite/Result_Round2/Lang_65/budget120_seed1/run.log
